Date	Time	Fix	Lat1(N)	Long1(E)	Lat2(N)	Long2(E)	MsgCount	Frequency	Average TI	Satellite	Max Str	Swapped
2016-04-01	21:11:03	0	 40.655	  -4.196	 40.824	  -3.326	  5	650000.0	 59.3	A	-116	
2016-04-01	22:04:08	A	 40.681	  -4.077	 35.937	 -27.913	  3	672222.0	 60.0	B	-130	
2016-04-01	22:50:46	B	 40.686	  -4.072	 31.383	 -50.974	  2	672222.0	 58.0	A	-125	
2016-04-03	04:57:51	A	 40.683	  -4.062	 45.127	  19.281	  3	672222.5	 59.7	R	-129	
2016-04-03	05:12:46	2	 40.684	  -4.073	 51.125	 -57.342	  5	672222.5	 59.6	P	-135	
2016-04-03	05:28:39	B	 40.683	  -4.059	 34.684	  25.892	  2	672222.5	177.0	K	-128	
2016-04-03	18:32:49	A	 40.698	  -4.163	 35.218	 -30.954	  3	672277.2	 60.0	K	-133	
2016-04-03	18:50:43	0	 40.696	  -4.144	 40.857	  -4.966	  6	672258.8	 60.0	R	-122	
2016-04-03	20:31:37	B	 40.681	  -4.081	 49.695	 -52.608	  2	672223.3	 61.0	R	-132	
2016-04-03	20:32:36	A	 40.681	  -4.067	 44.623	  16.208	  3	672223.3	 60.0	A	-121	
2016-04-03	21:23:15	B	 40.670	  -4.120	 39.867	  -8.191	  2	672223.3	 58.0	B	-126	
2016-04-03	22:09:53	A	 40.680	  -4.073	 35.382	 -31.164	  3	672228.6	148.0	A	-122	
2016-04-05	01:30:19	B	 40.646	  -4.101	 29.768	  49.090	  2	672223.3	122.0	P	-133	
2016-04-05	03:08:05	A	 40.681	  -4.076	 39.545	   1.367	  3	672218.2	119.5	P	-126	
2016-04-05	04:53:04	A	 40.675	  -4.073	 48.833	 -46.583	  3	672221.8	119.0	P	-135	
2016-04-05	05:35:44	0	 40.677	  -4.104	 41.814	   1.776	  5	672238.0	 60.2	R	-125	
2016-04-05	06:14:03	0	 40.714	  -4.115	 38.379	   7.047	  4	672270.9	 59.8	N	-127	
2016-04-05	06:15:32	B	 40.635	  -3.763	 39.012	   2.739	  2	672238.0	121.0	K	-130	
2016-04-05	10:10:03	B	 40.630	  -3.617	 40.130	  -1.107	  2	672238.0	182.0	A	-120	
2016-04-07	06:12:42	0	 40.682	  -4.075	 38.408	 -15.872	  6	672248.0	 59.9	R	-125	
2016-04-07	07:05:49	B	 40.701	  -4.101	 44.314	 -20.495	  2	672248.0	120.0	K	-131	
2016-04-07	09:28:45	A	 40.682	  -4.135	 36.172	  18.874	  3	672259.9	 60.0	A	-120	
2016-04-07	14:12:14	0	 40.715	  -4.023	 41.080	  -2.319	  5	672245.5	 59.6	P	-129	
2016-04-07	16:47:49	A	 40.679	  -4.127	 44.688	  15.155	  3	672237.9	118.8	K	-128	
2016-04-07	17:17:01	0	 40.686	  -4.031	 42.204	   3.299	 10	672256.1	 60.4	N	-121	
