Date	Time	Latitude(N)	Longitude(E)	Speed	Course	Altitude(m)
2016-03-31	20:00	 40.68000	  -4.07050	  0	269	 960
2016-04-01	10:00	 40.67800	  -4.08983	  0	179	 971
2016-04-01	12:00	 40.68317	  -4.08550	 21	 28	1005
2016-04-01	14:00	 40.68500	  -4.06433	 28	259	 995
2016-04-01	16:00	 40.67567	  -4.08067	 28	115	 961
2016-04-01	18:00	 40.68050	  -4.06983	 31	 67	 953
2016-04-01	20:00	 40.68000	  -4.07050	  0	328	 954
2016-04-02	10:00	 40.67817	  -4.09067	  0	355	 968
2016-04-02	12:00	 40.67133	  -4.06900	 17	235	 957
2016-04-02	14:00	 40.67967	  -4.08183	 64	358	1067
2016-04-02	16:00	 40.67817	  -4.07900	  9	246	 959
2016-04-02	18:00	 40.67633	  -4.06450	  0	340	 931
2016-04-02	20:00	 40.68000	  -4.07050	  0	304	 933
2016-04-03	10:00	 40.68000	  -4.07017	  0	100	 934
2016-04-03	12:00	 40.68033	  -4.07000	  0	281	 934
2016-04-03	14:00	 40.68050	  -4.07000	  0	136	 968
2016-04-03	16:00	 40.68017	  -4.06933	  0	119	 957
2016-04-03	18:00	 40.67700	  -4.06450	  0	356	 949
2016-04-03	20:00	 40.68000	  -4.07033	  0	  0	2D fix
2016-04-04	10:00	 40.67450	  -4.07683	  0	358	 963
2016-04-04	12:00	 40.68017	  -4.06933	  0	292	 951
2016-04-04	14:00	 40.67417	  -4.07800	  0	355	 951
2016-04-04	16:00	 40.67433	  -4.07767	  0	147	 953
2016-04-04	18:00	 40.68017	  -4.07050	  0	 15	 954
2016-04-04	20:00	 40.67983	  -4.07033	  0	254	 953
2016-04-05	10:00	 40.68017	  -4.07017	  0	  0	2D fix
2016-04-05	12:00	 40.68033	  -4.07017	  0	297	 950
2016-04-05	14:00	 40.67650	  -4.06333	 44	235	 968
2016-04-06	10:00	 40.67983	  -4.06967	 22	190	 992
2016-04-06	12:00	 40.67767	  -4.07633	 10	316	 987
2016-04-06	14:00	 40.68017	  -4.07017	  0	 19	 949
2016-04-06	16:00	 40.67200	  -4.07367	  4	313	1014
2016-04-06	18:00	 40.68017	  -4.06983	  0	242	 999
2016-04-06	20:00	 40.67983	  -4.06967	  0	142	 994
