Date	Time	Latitude(N)	Longitude(E)	Speed	Course	Altitude(m)
2016-04-05	18:00	 39.85833	  -5.99733	  0	239	 313
2016-04-05	20:00	 39.85833	  -5.99750	  0	330	 313
2016-04-06	10:00	 39.85833	  -5.99750	  0	256	 305
2016-04-06	12:00	 39.85917	  -5.99933	  0	310	 305
2016-04-06	14:00	 39.95417	  -5.60717	  0	324	 266
2016-04-06	16:00	 39.85817	  -6.05000	 49	315	 863
2016-04-06	18:00	 39.86133	  -6.05050	  0	161	 397
2016-04-06	20:00	 39.86117	  -6.04833	  0	260	 390
2016-04-07	10:00	 39.86617	  -6.04050	 31	330	 601
2016-04-07	12:00	 39.85833	  -5.99733	  0	216	 314
2016-04-07	14:00	 39.85833	  -5.99733	  0	 39	 307
2016-04-07	16:00	 39.89200	  -6.02750	 64	160	 970
2016-04-07	18:00	 39.86850	  -6.01533	  0	318	 915
2016-04-07	20:00	 39.87133	  -6.01567	  0	 50	 429
