Date	Time	Fix	Lat1(N)	Long1(E)	Lat2(N)	Long2(E)	MsgCount	Frequency	Average TI	Satellite	Max Str	Swapped
2016-03-20	14:15:37	0	 39.935	  -5.615	 40.669	  -2.018	  5	680125.2	 60.3	P	-127	
2016-03-20	17:24:10	B	 39.718	  -5.960	 41.199	   1.195	  2	680251.3	120.0	N	-128	
2016-03-20	19:05:50	1	 39.861	  -5.986	 31.156	 -46.368	  4	680251.3	 60.2	N	-130	
2016-03-20	21:13:19	B	 39.800	  -5.999	 40.783	  -1.020	  2	680251.3	 61.0	B	-128	
2016-03-20	22:01:08	A	 39.861	  -5.991	 36.276	 -24.102	  3	680157.2	 59.3	A	-120	
2016-03-22	18:29:43	2	 39.851	  -5.992	 35.042	 -29.080	  7	680199.5	 60.0	K	-129	
2016-03-22	18:29:43	A	 39.864	  -6.003	 37.303	   7.022	  3	680201.8	 60.0	R	-127	
2016-03-22	18:44:16	A	 39.870	  -5.959	 33.466	 -35.755	  3	680201.8	 61.7	N	-130	
2016-03-22	21:18:05	0	 39.872	  -5.975	 40.178	  -4.405	  6	680156.3	 59.8	A	-118	
2016-03-24	05:13:08	B	 39.944	  -5.947	 43.940	  14.883	  2	680201.8	 59.0	R	-128	
2016-03-24	05:25:12	B	 39.749	  -6.143	 50.735	 -62.760	  2	680201.8	183.0	P	-134	
2016-03-24	06:17:02	A	 39.860	  -6.001	 37.934	   3.426	  3	680237.8	 61.0	K	-123	
2016-03-24	06:52:14	B	 39.862	  -5.937	 40.852	 -10.783	  2	680237.1	240.0	N	-126	
2016-03-24	06:55:13	2	 39.852	  -6.017	 34.517	 -32.168	  6	680237.1	 60.0	R	-127	
2016-03-24	09:19:53	B	 39.820	  -4.941	 34.016	  24.290	  2	680249.3	 58.0	A	-125	
2016-03-24	10:10:44	A	 39.918	  -5.859	 38.666	   0.505	  3	680230.6	121.0	B	-127	
2016-03-24	10:58:20	1	 40.023	  -5.875	 43.260	 -22.354	  8	680257.9	 59.8	A	-120	1
2016-03-26	06:30:10	A	 39.865	  -6.031	 38.562	   0.223	  3	680111.7	 60.5	N	-125	
2016-03-26	10:15:53	A	 39.846	  -5.910	 39.234	  -2.879	  3	680205.0	 60.3	A	-117	
2016-03-26	14:48:34	0	 39.838	  -6.197	 37.649	 -16.743	  9	680233.5	 60.2	P	-128	1
2016-03-26	16:30:54	A	 39.926	  -5.995	 27.442	 -64.381	  3	680123.2	 60.2	P	-135	
