Date	Time	Fix	Lat1(N)	Long1(E)	Lat2(N)	Long2(E)	MsgCount	Frequency	Average TI	Satellite	Max Str	Swapped
2016-03-26	16:44:58	2	 39.876	  -5.985	 44.530	  18.229	  4	680112.1	 60.6	K	-127	
2016-03-26	17:54:55	0	 39.890	  -5.925	 38.343	 -13.332	  6	680145.2	 60.0	N	-126	
2016-03-28	17:31:39	2	 39.858	  -5.994	 40.660	  -2.093	  5	679986.7	 60.5	N	-126	
2016-03-28	18:39:29	1	 39.869	  -6.015	 38.319	   1.701	  5	680122.4	 60.6	R	-121	
2016-03-28	20:56:52	0	 39.875	  -5.960	 42.455	   6.869	  4	680038.7	 59.7	A	-124	
2016-03-28	21:46:33	B	 39.832	  -6.490	 37.719	 -17.138	  2	679986.7	121.0	B	-131	
2016-03-30	02:40:29	B	 39.996	  -7.304	 34.560	  19.294	  2	679986.7	122.0	P	-125	
2016-03-30	04:18:50	B	 39.888	  -6.013	 44.677	 -29.844	  2	680225.9	 62.0	P	-131	
2016-03-30	05:25:13	1	 39.853	  -6.024	 42.860	   9.436	  7	680216.9	 59.7	R	-126	
2016-03-30	05:29:11	1	 39.861	  -6.013	 33.183	  27.134	  4	680225.9	 60.0	K	-128	
2016-03-30	18:28:53	0	 39.849	  -6.055	 35.055	 -29.504	  5	680107.7	 60.3	K	-130	
2016-03-30	18:51:32	1	 39.872	  -5.994	 32.782	 -38.505	  5	680106.8	 60.1	N	-130	
2016-03-30	20:55:36	1	 39.862	  -6.012	 50.604	 -63.835	  4	680057.0	 61.3	R	-132	
2016-03-30	21:55:36	3	 39.859	  -5.992	 36.830	 -20.930	  7	680076.0	 61.0	A	-122	
2016-04-01	06:16:40	B	 39.772	  -4.484	 38.290	   2.398	  2	680076.0	 60.0	K	-129	
2016-04-01	07:00:27	B	 39.844	  -6.086	 41.440	 -13.895	  2	679971.9	241.0	N	-127	
2016-04-01	09:51:44	A	 39.858	  -6.000	 36.929	   8.679	  3	679971.9	118.5	A	-124	
2016-04-01	10:47:25	B	 39.866	  -5.927	 41.573	 -15.503	  2	679971.9	 58.0	B	-131	
2016-04-03	06:36:29	A	 39.857	  -5.992	 39.199	  -2.839	  4	680102.6	 61.0	N	-124	
2016-04-03	06:40:31	3	 39.858	  -6.001	 35.786	 -25.730	  6	680102.6	 60.3	R	-125	
2016-04-03	07:06:02	B	 40.109	  -6.516	 42.830	 -18.889	  2	680102.6	119.0	K	-128	
2016-04-03	09:11:12	B	 39.626	  -6.250	 32.688	  28.376	  2	680102.6	181.0	A	-121	
2016-04-03	10:50:03	0	 39.897	  -5.966	 42.545	 -19.241	  5	680279.9	 59.4	A	-118	
2016-04-03	14:59:15	1	 39.914	  -6.037	 36.737	 -21.267	 11	680126.3	 60.2	P	-127	
2016-04-03	16:46:45	A	 39.850	  -5.991	 44.491	  18.181	  3	680202.0	 60.0	K	-128	
2016-04-05	14:36:06	0	 39.997	  -5.341	 38.798	 -11.120	  9	680064.9	 60.9	P	-127	
2016-04-05	17:41:26	0	 39.833	  -6.110	 40.007	  -5.300	  4	680064.2	 60.9	N	-130	1
2016-04-05	21:07:17	0	 39.871	  -5.996	 51.506	 -69.551	  4	680134.9	 60.7	R	-135	
2016-04-05	21:32:21	2	 39.860	  -5.992	 39.166	  -9.425	  7	680131.7	 60.3	A	-116	
2016-04-07	02:46:12	0	 39.857	  -5.966	 35.733	  13.704	  5	680116.4	 60.7	P	-129	
2016-04-07	04:25:53	B	 39.852	  -5.996	 45.574	 -33.696	  2	680119.1	121.0	P	-132	
2016-04-07	04:34:25	A	 39.883	  -6.017	 47.850	  33.445	  3	680087.8	 59.9	R	-132	
2016-04-07	05:28:30	B	 39.926	  -6.048	 33.225	  27.226	  2	680119.1	182.0	K	-128	
2016-04-07	18:26:26	0	 39.868	  -6.022	 35.258	 -29.335	  4	680033.9	 59.8	K	-131	
2016-04-07	18:56:21	1	 39.868	  -6.025	 32.463	 -41.708	  6	680055.1	 60.0	N	-127	
2016-04-07	21:41:31	3	 39.872	  -6.017	 38.215	 -14.302	  4	680078.6	 60.6	B	-130	
2016-04-07	22:27:54	3	 39.873	  -6.010	 33.614	 -37.382	  8	680089.8	 60.1	A	-120	
