Date	Time	Fix	Lat1(N)	Long1(E)	Lat2(N)	Long2(E)	MsgCount	Frequency	Average TI	Satellite	Max Str	Swapped
2016-04-01	22:46:54	3	 13.965	  -8.741	 13.965	  -8.741	  5	669802.1	 59.7	A	-120	
2016-04-03	01:56:05	1	 14.092	  -8.709	 14.092	  -8.709	  6	669837.2	 60.5	P	-132	
2016-04-03	03:36:41	3	 14.059	  -8.717	 14.059	  -8.717	  8	669800.9	 59.5	P	-125	
2016-04-03	04:51:12	1	 14.059	  -8.671	 14.059	  -8.671	  4	669826.5	 60.0	R	-133	
2016-04-03	18:19:31	1	 14.063	  -8.702	 14.063	  -8.702	  6	669732.8	 59.7	K	-126	
2016-04-03	18:54:52	1	 14.057	  -8.707	 14.057	  -8.707	  7	669770.1	 59.1	R	-125	
2016-04-03	19:35:22	B	 14.062	  -8.703	 14.062	  -8.703	  2	669780.9	120.0	N	-137	
2016-04-03	21:19:51	0	 14.074	  -8.692	 14.074	  -8.692	  4	669778.5	 58.7	B	-125	
2016-04-03	22:04:17	3	 14.060	  -8.711	 14.060	  -8.711	 10	669787.4	 55.2	A	-116	
2016-04-05	03:13:34	0	 14.126	  -8.989	 14.126	  -8.989	  9	669833.9	 60.4	P	-124	
2016-04-05	04:53:29	0	 14.019	  -8.718	 14.019	  -8.718	  6	669841.9	 60.4	P	-135	
2016-04-05	06:16:10	1	 14.061	  -8.720	 14.061	  -8.720	  9	669882.1	 60.1	N	-123	
2016-04-05	06:21:10	0	 14.056	  -8.696	 14.056	  -8.696	  9	669881.2	 60.2	K	-127	
2016-04-05	07:05:22	2	 14.056	  -8.723	 14.056	  -8.723	  8	669864.2	 60.3	R	-129	
2016-04-05	10:11:32	0	 14.009	  -8.887	 14.009	  -8.887	  8	669729.7	 60.2	A	-121	
2016-04-07	06:04:53	0	 14.754	  -7.781	 14.754	  -7.781	  8	669796.1	 60.0	R	-125	
2016-04-07	07:12:55	3	 14.733	  -7.755	 14.733	  -7.755	  5	669858.7	 60.0	K	-128	
2016-04-07	07:35:42	B	 14.737	  -7.750	 14.737	  -7.750	  1	669831.4		N	-129	
2016-04-07	09:29:54	0	 14.777	  -7.762	 14.777	  -7.762	  6	669703.2	 60.7	A	-120	
2016-04-07	10:24:29	B	 14.790	  -7.795	 14.790	  -7.795	  2	669648.0	 59.0	B	-129	
2016-04-07	14:03:12	0	 15.363	  -7.253	 15.363	  -7.253	  7	669831.3	 60.2	P	-130	
2016-04-07	15:45:16	0	 15.295	  -7.597	 15.295	  -7.597	  8	669829.5	 60.5	P	-129	
2016-04-07	16:39:57	B	 15.159	  -7.542	 15.159	  -7.542	  2	669869.0	121.0	K	-131	
