Date	Time	Latitude(N)	Longitude(E)	Speed	Course	Altitude(m)
2016-03-30	19:00	 14.06233	  -8.71567	  0	  0	  61
2016-03-30	21:00	 14.06233	  -8.71567	  0	  0	  42
2016-03-31	11:00	 13.97150	  -8.77283	  0	  0	  38
2016-03-31	13:00	 13.97150	  -8.77300	  0	  0	  38
2016-03-31	15:00	 13.94917	  -8.74117	  0	  0	  45
2016-03-31	17:00	 13.94867	  -8.74100	  0	  0	  43
2016-03-31	19:00	 13.95200	  -8.74183	  0	  0	  42
2016-03-31	21:00	 13.95200	  -8.74183	  0	  0	  42
2016-04-01	10:00	 13.96150	  -8.74133	  0	  0	  40
2016-04-01	12:00	 13.96183	  -8.74283	 25	249	  40
2016-04-01	14:00	 13.96183	  -8.73433	  0	  0	  41
2016-04-01	16:00	 13.96100	  -8.73450	  0	  0	  42
2016-04-01	18:00	 13.96083	  -8.73317	  0	  0	  41
2016-04-01	20:00	 13.96617	  -8.73867	  0	  0	  41
2016-04-01	22:00	 13.96600	  -8.73867	  0	  0	  41
2016-04-02	10:00	 13.96100	  -8.74383	 14	151	  43
2016-04-02	12:00	 13.96183	  -8.73583	 19	213	  58
2016-04-02	14:00	 14.02767	  -8.72317	 28	 30	  97
2016-04-02	16:00	 14.05833	  -8.71617	  0	  0	  41
2016-04-02	18:00	 14.05833	  -8.71633	  0	  0	  39
2016-04-02	20:00	 14.05833	  -8.71633	  0	  0	  39
2016-04-02	22:00	 14.05833	  -8.71617	  0	  0	  39
2016-04-03	10:00	 14.00150	  -8.74367	  0	  0	  40
2016-04-03	12:00	 13.90467	  -8.76467	  0	247	  35
2016-04-03	14:00	 13.96133	  -8.73533	  0	  0	  41
2016-04-03	16:00	 13.97000	  -8.73083	 21	 51	  95
2016-04-03	18:00	 14.05867	  -8.71667	  0	  0	  64
2016-04-03	20:00	 14.05817	  -8.71567	  0	  0	  43
2016-04-03	22:00	 14.05817	  -8.71567	  0	  0	  40
2016-04-04	10:00	 13.94650	  -8.73500	  4	123	  58
2016-04-04	12:00	 13.96017	  -8.73433	  8	109	  57
2016-04-04	14:00	 13.94133	  -8.74667	 22	212	 103
2016-04-04	16:00	 14.06417	  -8.71800	 24	147	 138
2016-04-04	18:00	 14.05850	  -8.71650	  0	  0	  40
2016-04-04	20:00	 14.05900	  -8.71633	  0	  0	  39
2016-04-04	22:00	 14.05900	  -8.71633	  0	  0	  38
2016-04-05	10:00	 14.00050	  -8.72650	 29	168	  67
2016-04-05	12:00	 13.92067	  -8.59133	 25	246	 108
2016-04-05	14:00	 13.96167	  -8.73500	  0	  0	  41
2016-04-05	16:00	 14.05917	  -8.71600	  0	  0	  37
2016-04-05	18:00	 14.05883	  -8.71617	  0	  0	  38
2016-04-05	20:00	 14.05883	  -8.71567	  0	  0	  38
2016-04-05	22:00	 14.05867	  -8.71567	  0	  0	  38
2016-04-06	10:00	 13.90417	  -8.79633	 33	183	  72
2016-04-06	12:00	 13.90467	  -8.76450	  0	  0	  37
2016-04-06	14:00	 14.06267	  -8.69717	 19	 51	 113
2016-04-06	16:00	 14.69533	  -8.24400	 30	 44	 131
2016-04-06	18:00	 14.74533	  -7.73983	  0	  0	  60
2016-04-06	19:00	 14.74383	  -7.74083	  0	  0	  42
2016-04-06	21:00	 14.74367	  -7.74083	  0	  0	  41
2016-04-07	09:00	 14.75267	  -7.75750	 25	250	  54
2016-04-07	10:00	 14.78867	  -7.79600	  0	 83	  41
2016-04-07	15:00	 15.37833	  -7.47233	 20	154	  53
