Date	Time	Latitude(N)	Longitude(E)	Speed	Course	Altitude(m)
2016-03-23	10:00	 40.42233	  -4.03883	 23	 36	  83
2016-03-23	12:00	 40.42267	  -4.02750	 17	258	  87
2016-03-23	14:00	 40.43617	  -4.03983	 32	220	 104
2016-03-23	16:00	 40.45250	  -4.04567	 20	309	  73
2016-03-23	18:00	 40.42800	  -4.03683	  3	312	  75
2016-03-24	10:00	 40.45933	  -4.01233	 18	 54	  93
2016-03-24	12:00	 40.42400	  -4.03800	 22	341	  85
2016-03-24	14:00	 40.41967	  -4.00800	 21	  1	 130
2016-03-24	16:00	 40.41917	  -4.02867	  9	223	  84
2016-03-24	18:00	 40.42767	  -4.03700	  0	  0	  73
2016-03-25	10:00	 40.43700	  -4.04550	 27	129	  80
2016-03-25	12:00	 40.48483	  -4.02450	 13	247	 116
2016-03-25	14:00	 40.45900	  -4.00150	 17	332	 136
2016-03-25	16:00	 40.46750	  -3.96250	 20	321	 102
2016-03-25	18:00	 40.47250	  -3.98300	  0	  0	  84
2016-03-26	10:00	 40.43117	  -4.02550	 19	292	 109
2016-03-26	12:00	 40.45867	  -3.97083	  4	205	  98
2016-03-26	14:00	 40.43883	  -4.01383	 27	 63	 112
2016-03-26	16:00	 40.42400	  -4.03000	  0	251	 126
2016-03-26	18:00	 40.42217	  -4.04117	  0	  0	  74
2016-03-27	10:00	 40.46817	  -4.01750	  2	232	 153
2016-03-27	12:00	 40.47167	  -4.00633	 29	 99	 147
2016-03-27	14:00	 40.47533	  -3.98300	 11	163	  98
2016-03-27	16:00	 40.42733	  -4.03150	  6	200	 127
2016-03-27	18:00	 40.42050	  -4.03650	  0	  0	  84
2016-03-28	10:00	 40.42100	  -4.03783	  0	  0	  76
2016-03-28	12:00	 40.46367	  -3.98283	 24	  4	  83
2016-03-28	14:00	 40.42550	  -4.02900	 34	 60	  91
2016-03-28	16:00	 40.42217	  -4.04100	  0	  0	  76
2016-03-28	18:00	 40.42050	  -4.03650	  0	  0	  81
2016-03-29	10:00	 40.48983	  -4.01900	 30	334	  97
2016-03-29	12:00	 40.45817	  -4.02700	 10	112	 118
2016-03-29	14:00	 40.44000	  -4.02467	 15	270	 134
2016-03-29	16:00	 40.42183	  -4.02483	 38	117	 100
2016-03-29	18:00	 40.41933	  -4.03433	 26	318	  86
2016-03-30	10:00	 40.47367	  -4.04350	 19	354	 110
2016-03-30	12:00	 40.46433	  -3.98600	 11	264	 106
2016-03-30	14:00	 40.47250	  -4.01017	 15	156	 165
2016-03-30	16:00	 40.41800	  -4.00350	 35	 52	 100
2016-03-30	18:00	 40.47250	  -3.98317	  0	  0	  82
2016-03-31	10:00	 40.42517	  -4.02600	 13	344	 534
2016-03-31	12:00	 40.46883	  -3.98767	  1	225	  72
2016-03-31	14:00	 40.41317	  -4.03233	  2	339	  84
2016-03-31	16:00	 40.42283	  -4.03167	 12	235	 103
2016-03-31	18:00	 40.42767	  -4.03600	  0	  0	  77
2016-04-01	09:00	 40.44333	  -4.01783	 26	  1	 139
2016-04-01	12:00	 40.42833	  -4.03400	 18	217	 135
2016-04-01	15:00	 40.45817	  -4.02550	  0	  0	  74
2016-04-01	18:00	 40.42750	  -4.03650	  0	  0	  73
2016-04-01	21:00	 40.42983	  -4.03533	  0	  0	  72
2016-04-02	09:00	 40.44400	  -4.03100	 18	135	  94
2016-04-02	12:00	 40.45300	  -4.00517	 28	 91	 133
2016-04-02	15:00	 40.41867	  -4.02483	 11	293	  79
2016-04-02	18:00	 40.46900	  -3.98767	  0	  0	  80
2016-04-02	21:00	 40.46933	  -3.98950	  0	  0	  69
2016-04-03	09:00	 40.43650	  -4.03683	 22	145	  96
2016-04-03	12:00	 40.46417	  -4.02433	  9	166	 116
2016-04-03	15:00	 40.45867	  -4.05017	 34	 59	  84
2016-04-03	18:00	 40.46083	  -4.05317	  0	  0	  85
2016-04-03	21:00	 40.46383	  -4.06300	  3	306	  85
2016-04-04	09:00	 40.45717	  -4.04883	  0	  0	  78
2016-04-04	12:00	 40.46167	  -4.04167	  0	  0	  79
2016-04-04	15:00	 40.46083	  -4.05317	  0	  0	  81
2016-04-04	18:00	 40.42100	  -4.03783	  0	  0	  75
2016-04-04	21:00	 40.42983	  -4.03500	  0	 37	  73
2016-04-05	09:00	 40.43767	  -4.02417	 12	136	  79
2016-04-05	12:00	 40.44600	  -3.99083	 34	216	  83
2016-04-05	15:00	 40.46250	  -3.99550	 10	 27	 159
2016-04-05	18:00	 40.42850	  -4.03483	  0	  0	  72
2016-04-05	21:00	 40.43000	  -4.03517	  0	  0	  71
2016-04-06	09:00	 40.47733	  -3.99033	 18	329	 112
2016-04-06	12:00	 40.46567	  -4.04867	 12	259	 125
2016-04-06	15:00	 40.41850	  -4.02600	 18	162	  97
2016-04-06	18:00	 40.43783	  -4.03917	 23	 46	  75
2016-04-06	21:00	 40.43000	  -4.03533	  0	  0	  72
