Date	Time	Fix	Lat1(N)	Long1(E)	Lat2(N)	Long2(E)	MsgCount	Frequency	Average TI	Satellite	Max Str	Swapped
2016-03-27	16:17:53	0	 40.302	  -3.936	 40.302	  -3.936	  7	677004.8	 60.0	P	-132	
2016-03-27	16:19:22	B	 40.355	  -3.995	 40.355	  -3.995	  1	676995.5		K	-129	
2016-03-27	17:30:30	A	 40.360	  -4.165	 40.360	  -4.165	  3	676940.8	 99.0	R	-130	
2016-03-27	17:44:26	1	 40.409	  -4.049	 40.409	  -4.049	  4	676974.0	 59.9	N	-129	
2016-03-27	18:03:35	1	 40.412	  -4.038	 40.412	  -4.038	 11	676976.6	 60.2	K	-123	
2016-03-27	20:50:54	A	 40.452	  -4.059	 40.452	  -4.059	  3	676932.0	 59.0	R	-132	
2016-03-27	21:15:44	1	 40.431	  -4.029	 40.431	  -4.029	  5	676926.3	 59.6	A	-118	
2016-03-27	22:06:19	B	 40.421	  -4.041	 40.421	  -4.041	  1	676909.8		B	-135	
2016-03-29	02:48:03	2	 40.428	  -4.047	 40.428	  -4.047	  5	676913.6	 59.0	P	-127	
2016-03-29	04:18:56	B	 40.440	  -4.076	 40.440	  -4.076	  2	676925.3	362.0	R	-130	
2016-03-29	04:29:42	A	 40.434	  -4.029	 40.434	  -4.029	  3	676940.2	 60.0	P	-133	
2016-03-29	05:53:51	B	 40.434	  -4.033	 40.434	  -4.033	  2	676932.3	244.0	K	-128	
2016-03-29	05:54:32	3	 40.431	  -4.035	 40.431	  -4.035	  6	676929.6	 60.8	R	-124	
2016-03-29	05:55:33	3	 40.430	  -4.035	 40.430	  -4.035	  4	676930.2	 60.8	N	-127	
2016-03-29	18:08:04	1	 40.414	  -4.038	 40.414	  -4.038	  4	676959.6	104.8	R	-131	
2016-03-29	18:50:49	1	 40.428	  -4.033	 40.428	  -4.033	  4	676952.2	 60.7	K	-131	
2016-03-29	19:02:59	3	 40.433	  -4.046	 40.433	  -4.046	  6	676947.7	 60.0	N	-130	
2016-03-29	20:32:16	3	 40.428	  -4.035	 40.428	  -4.035	  6	676930.6	 60.2	A	-121	
2016-03-29	21:26:19	A	 40.428	  -4.042	 40.428	  -4.042	  3	676910.8	 59.5	B	-130	
2016-03-29	22:12:29	2	 40.432	  -4.051	 40.432	  -4.051	  5	676893.7	 60.1	A	-125	
2016-03-31	02:31:57	B	 40.501	  -4.118	 40.501	  -4.118	  2	676905.6	239.0	P	-132	
2016-03-31	04:11:12	B	 40.489	  -4.072	 40.489	  -4.072	  1	676918.2		P	-140	
2016-03-31	04:51:19	A	 40.482	  -3.988	 40.482	  -3.988	  3	676922.6	 60.0	R	-133	
2016-03-31	05:07:04	B	 40.483	  -3.988	 40.483	  -3.988	  1	676921.3		K	-133	
2016-03-31	05:45:37	A	 40.425	  -3.960	 40.425	  -3.960	  3	676936.1	 60.7	P	-133	
2016-03-31	06:33:17	1	 40.459	  -3.980	 40.459	  -3.980	  7	676972.2	 60.2	R	-127	
2016-03-31	06:42:19	2	 40.469	  -3.988	 40.469	  -3.988	  5	676968.5	 59.6	K	-127	
2016-03-31	08:32:32	B	 40.499	  -4.044	 40.499	  -4.044	  2	676977.4	181.0	A	-129	
2016-03-31	08:51:30	A	 40.630	  -3.996	 40.630	  -3.996	  3	677051.7	 61.0	N	-133	
2016-03-31	10:11:08	A	 40.439	  -3.943	 40.439	  -3.943	  3	676992.7	120.0	A	-120	
2016-04-01	06:05:57	0	 40.434	  -4.259	 40.434	  -4.259	  5	677011.4	 59.5	R	-126	
2016-04-01	06:20:30	B	 40.490	  -4.143	 40.490	  -4.143	  2	676963.8	 62.0	K	-128	
2016-04-01	06:56:12	A	 40.393	  -4.103	 40.393	  -4.103	  3	676979.4	 60.4	N	-129	
2016-04-01	08:36:51	0	 40.440	  -3.977	 40.440	  -3.977	  6	676945.7	 60.1	N	-133	
2016-04-01	09:51:22	A	 40.449	  -3.934	 40.449	  -3.934	  3	676971.2	 59.8	A	-122	
2016-04-01	10:43:10	B	 40.415	  -3.955	 40.415	  -3.955	  2	676981.0	357.0	B	-129	
2016-04-01	13:40:26	0	 40.423	  -4.052	 40.423	  -4.052	  5	676969.9	 59.9	P	-126	
2016-04-01	16:44:02	0	 40.417	  -4.031	 40.417	  -4.031	  4	676981.3	 60.5	N	-124	
2016-04-01	17:41:12	A	 40.430	  -3.950	 40.430	  -3.950	  4	676967.5	 60.0	K	-127	
2016-04-03	13:18:57	A	 40.425	  -4.043	 40.425	  -4.043	  3	676956.6	164.3	P	-131	
2016-04-03	14:59:35	0	 40.485	  -3.989	 40.485	  -3.989	  5	676960.4	 58.4	P	-126	
2016-04-03	16:20:40	A	 40.528	  -3.946	 40.528	  -3.946	  3	676962.9	 60.5	N	-127	
2016-04-03	16:40:11	B	 40.527	  -3.948	 40.527	  -3.948	  1	676963.2		P	-140	
2016-04-03	16:45:40	0	 40.453	  -4.027	 40.453	  -4.027	  4	676979.7	 59.0	K	-130	
2016-04-03	17:14:17	A	 40.466	  -3.984	 40.466	  -3.984	  3	676960.6	 59.5	R	-133	
2016-04-03	18:01:30	1	 40.457	  -4.043	 40.457	  -4.043	  4	676975.2	 55.2	N	-128	
2016-04-03	18:29:05	3	 40.457	  -4.051	 40.457	  -4.051	  4	676948.8	 61.1	K	-129	
2016-04-03	18:50:55	0	 40.433	  -3.873	 40.433	  -3.873	  4	676964.6	 59.5	R	-125	
2016-04-03	20:32:06	A	 40.463	  -4.060	 40.463	  -4.060	  3	676945.4	 60.0	A	-121	
2016-04-03	21:22:45	3	 40.464	  -4.067	 40.464	  -4.067	  5	676925.1	 59.7	B	-131	
2016-04-03	22:06:53	3	 40.464	  -4.066	 40.464	  -4.066	  7	676929.5	 59.1	A	-126	
2016-04-05	01:31:18	B	 40.458	  -3.946	 40.458	  -3.946	  2	676923.6	 58.0	P	-131	
2016-04-05	03:07:46	3	 40.429	  -4.038	 40.429	  -4.038	  4	676938.9	 60.8	P	-126	
2016-04-05	04:38:53	B	 40.443	  -4.069	 40.443	  -4.069	  1	676922.6		K	-128	
2016-04-05	04:48:24	3	 40.423	  -4.026	 40.423	  -4.026	  6	676932.4	 60.3	P	-133	
2016-04-05	05:36:16	3	 40.433	  -4.029	 40.433	  -4.029	  7	676936.6	 60.5	R	-127	
2016-04-05	20:42:52	B	 40.424	  -4.022	 40.424	  -4.022	  1	676936.1		B	-132	
2016-04-05	21:07:22	B	 40.445	  -3.987	 40.445	  -3.987	  1	676921.9		R	-139	
2016-04-05	21:25:11	3	 40.429	  -4.030	 40.429	  -4.030	  8	676929.2	 59.7	A	-118	
2016-04-07	02:47:41	2	 40.430	  -4.026	 40.430	  -4.026	  8	676928.5	 60.3	P	-125	
2016-04-07	04:24:45	3	 40.436	  -4.044	 40.436	  -4.044	  6	676915.8	 59.7	P	-130	
2016-04-07	04:34:41	A	 40.436	  -4.031	 40.436	  -4.031	  3	676911.2	 59.0	R	-128	
2016-04-07	05:34:29	2	 40.431	  -4.033	 40.431	  -4.033	  5	676933.1	 60.6	K	-124	
2016-04-07	05:50:01	B	 40.422	  -4.018	 40.422	  -4.018	  2	676952.6	 59.0	N	-124	
2016-04-07	06:10:55	A	 40.430	  -4.048	 40.430	  -4.048	  3	676949.8	 60.3	R	-128	
2016-04-07	09:33:19	B	 40.429	  -4.102	 40.429	  -4.102	  1	676958.8		A	-130	
