Date	Time	Fix	Lat1(N)	Long1(E)	Lat2(N)	Long2(E)	MsgCount	Frequency	Average TI	Satellite	Max Str	Swapped
2016-03-20	14:10:18	0	 39.709	  -4.475	 39.709	  -4.475	  7	677353.3	 60.1	P	-127	
2016-03-20	17:17:13	0	 39.715	  -4.352	 39.715	  -4.352	  7	677329.9	 60.2	N	-126	
2016-03-20	17:30:16	1	 39.699	  -4.425	 39.699	  -4.425	  9	677311.0	 60.3	K	-123	
2016-03-20	19:05:23	2	 39.704	  -4.398	 39.704	  -4.398	  4	677323.9	149.5	N	-133	
2016-03-20	21:09:32	2	 39.719	  -4.396	 39.719	  -4.396	  4	677272.6	 59.4	B	-126	
2016-03-20	21:57:45	3	 39.708	  -4.409	 39.708	  -4.409	  8	677240.8	 60.3	A	-120	
2016-03-20	22:51:11	B	 39.714	  -4.417	 39.714	  -4.417	  1	677256.4		B	-135	
2016-03-22	02:32:03	B	 39.724	  -4.470	 39.724	  -4.470	  2	677243.5	239.0	P	-135	
2016-03-22	04:10:03	A	 39.710	  -4.413	 39.710	  -4.413	  3	677251.5	 60.0	P	-132	
2016-03-22	05:30:09	B	 39.700	  -4.420	 39.700	  -4.420	  2	677263.3	 61.0	K	-128	
2016-03-22	05:37:37	A	 39.716	  -4.355	 39.716	  -4.355	  3	677273.6	150.5	N	-133	
2016-03-22	05:44:34	B	 39.717	  -4.358	 39.717	  -4.358	  1	677288.5		P	-140	
2016-03-22	18:26:13	A	 39.701	  -4.410	 39.701	  -4.410	  3	677341.9	 59.4	R	-127	
2016-03-22	18:30:01	2	 39.713	  -4.398	 39.713	  -4.398	  9	677328.9	 59.6	K	-127	
2016-03-22	18:42:35	B	 39.718	  -4.410	 39.718	  -4.410	  2	677337.7	238.0	N	-128	
2016-03-22	21:15:47	1	 39.710	  -4.396	 39.710	  -4.396	  4	677304.7	 60.6	A	-114	
2016-03-24	05:11:54	A	 39.690	  -4.462	 39.690	  -4.462	  3	677274.9	 59.6	N	-129	
2016-03-24	05:12:41	2	 39.715	  -4.444	 39.715	  -4.444	  5	677280.0	 60.2	R	-122	
2016-03-24	05:20:51	B	 39.690	  -4.462	 39.690	  -4.462	  2	677280.3	118.0	P	-136	
2016-03-24	06:17:38	A	 39.707	  -4.432	 39.707	  -4.432	  3	677336.2	 59.8	K	-126	
2016-03-24	06:52:44	1	 39.718	  -4.473	 39.718	  -4.473	  5	677296.7	 60.3	N	-125	
2016-03-24	06:54:44	1	 39.710	  -4.474	 39.710	  -4.474	  9	677293.0	 60.1	R	-129	
2016-03-24	08:34:43	A	 39.685	  -4.498	 39.685	  -4.498	  3	677319.7	 60.0	N	-132	
2016-03-24	09:17:27	A	 39.633	  -4.437	 39.633	  -4.437	  3	677325.2	 60.0	A	-124	
2016-03-24	10:10:29	A	 39.662	  -4.448	 39.662	  -4.448	  3	677373.3	 60.3	B	-129	
2016-03-24	10:53:01	B	 39.659	  -4.432	 39.659	  -4.432	  1	677340.3		A	-125	
2016-03-26	06:28:04	0	 39.712	  -4.410	 39.712	  -4.410	  4	677331.8	134.5	N	-127	
2016-03-26	07:05:43	A	 39.706	  -4.413	 39.706	  -4.413	  3	677309.9	 61.0	K	-129	
2016-03-26	08:37:35	B	 39.676	  -4.414	 39.676	  -4.414	  1	677333.9		A	-125	
2016-03-26	08:46:08	0	 39.809	  -4.402	 39.809	  -4.402	  5	677384.7	 59.8	K	-129	
2016-03-26	10:15:08	0	 39.709	  -4.342	 39.709	  -4.342	  5	677352.1	 59.7	A	-119	
2016-03-26	13:05:15	0	 39.724	  -4.489	 39.724	  -4.489	  4	677330.5	 60.2	P	-131	
2016-03-26	14:50:41	0	 39.700	  -4.434	 39.700	  -4.434	  7	677330.6	 59.6	P	-126	
