Date	Time	Latitude(N)	Longitude(E)	Speed	Course	Altitude(m)
2016-03-22	14:00	 40.35850	  -4.44917	 29	 25	 945
2016-03-22	16:00	 40.37833	  -4.56967	 16	 71	1406
2016-03-22	18:00	 40.40217	  -4.54583	  0	337	1245
2016-03-22	20:00	 40.40217	  -4.54600	  0	263	1244
2016-03-23	10:00	 40.40250	  -4.54567	  0	 36	1244
2016-03-23	12:00	 40.40233	  -4.54583	  0	330	1227
2016-03-23	14:00	 40.40233	  -4.54583	  0	186	1231
2016-03-23	16:00	 40.39633	  -4.54483	  1	148	1393
2016-03-23	18:00	 40.34167	  -4.16833	  0	184	 581
2016-03-23	20:00	 40.33950	  -4.16700	  0	273	 582
2016-03-24	10:00	 40.30717	  -4.17800	  0	299	 576
2016-03-24	12:00	 40.40233	  -4.54583	  0	305	1221
2016-03-24	14:00	 40.40233	  -4.54583	  0	351	1230
2016-03-24	16:00	 40.40200	  -4.54617	  0	 85	1273
2016-03-24	18:00	 40.40233	  -4.54583	  0	202	1224
2016-03-24	20:00	 40.40233	  -4.54583	  0	159	1180
2016-03-25	10:00	 40.40233	  -4.54583	  0	282	1228
2016-03-25	12:00	 40.40050	  -4.54483	  0	262	1347
2016-03-25	14:00	 40.40233	  -4.54567	  0	244	1257
2016-03-25	16:00	 40.40233	  -4.54583	  0	133	1231
2016-03-25	18:00	 40.40233	  -4.54583	  0	345	1216
2016-03-25	20:00	 40.40233	  -4.54583	  0	291	1218
2016-03-26	10:00	 40.40233	  -4.54583	  0	262	1229
2016-03-26	12:00	 40.40233	  -4.54583	  0	330	1227
2016-03-26	14:00	 40.40233	  -4.54583	  0	346	1226
2016-03-26	16:00	 40.37817	  -4.25433	 18	331	 969
2016-03-26	18:00	 40.34317	  -4.16200	  9	139	1032
2016-03-26	20:00	 40.34117	  -4.16617	  0	112	 555
2016-03-27	10:00	 40.17650	  -4.16867	 27	312	 814
2016-03-27	12:00	 40.59450	  -4.47717	 49	252	1689
2016-03-27	14:00	 40.67517	  -4.68350	 28	292	1860
2016-03-27	16:00	 40.53750	  -4.68133	  0	 24	1452
2016-03-27	18:00	 40.41283	  -4.55650	  0	251	 974
2016-03-27	20:00	 40.43717	  -4.52767	  0	326	 969
2016-03-28	10:00	 40.43367	  -4.53483	 73	267	 918
2016-03-28	12:00	 40.40217	  -4.54583	  0	317	1215
2016-03-28	14:00	 40.40250	  -4.54583	  0	162	1239
2016-03-28	16:00	 40.40217	  -4.54583	  0	164	1285
2016-03-28	18:00	 40.40150	  -4.54533	  0	329	1276
2016-03-28	20:00	 40.40233	  -4.54583	  0	310	1271
2016-03-29	10:00	 40.40233	  -4.54583	  0	296	1229
2016-03-29	12:00	 40.40233	  -4.54583	  0	343	1235
2016-03-29	14:00	 40.40233	  -4.54583	  0	345	1227
2016-03-29	16:00	 40.40233	  -4.54600	  0	155	1226
2016-03-29	18:00	 40.40217	  -4.54583	  0	202	1225
2016-03-29	20:00	 40.40233	  -4.54583	  0	289	1236
2016-03-30	10:00	 40.40250	  -4.54567	  0	 24	1234
2016-03-30	12:00	 40.40233	  -4.54600	  0	217	1234
2016-03-30	14:00	 40.40233	  -4.54583	  0	107	1236
2016-03-30	16:00	 40.38917	  -4.24333	 21	163	1512
2016-03-30	18:00	 40.35900	  -4.20267	  0	323	 650
2016-03-30	20:00	 40.35200	  -4.19333	  0	296	 589
2016-03-31	10:00	 40.29200	  -4.06567	  0	212	 606
2016-03-31	12:00	 40.43133	  -4.39217	 43	319	1318
2016-03-31	14:00	 40.40100	  -4.54517	  0	 42	 924
2016-03-31	16:00	 40.40233	  -4.54583	  0	182	1224
2016-03-31	18:00	 40.40217	  -4.54583	  0	235	1224
2016-03-31	20:00	 40.40233	  -4.54583	  0	353	1224
2016-04-01	10:00	 40.40217	  -4.54583	  0	328	1229
2016-04-01	12:00	 40.40217	  -4.54583	  0	212	1220
2016-04-01	14:00	 40.40150	  -4.54650	 34	294	1310
2016-04-01	16:00	 40.38217	  -4.23067	 27	102	1169
2016-04-01	18:00	 40.34983	  -4.18683	 48	120	 786
2016-04-01	20:00	 40.33983	  -4.16683	  0	193	 587
2016-04-02	10:00	 40.26050	  -4.02167	 48	 22	 885
2016-04-02	12:00	 40.38850	  -4.24517	 53	 27	1280
2016-04-02	14:00	 40.41583	  -4.52500	 44	224	1472
2016-04-02	16:00	 40.40233	  -4.54583	  0	326	1240
2016-04-02	18:00	 40.40217	  -4.54583	  0	351	1239
2016-04-02	20:00	 40.40233	  -4.54583	  0	 45	1238
2016-04-03	10:00	 40.40233	  -4.54583	  0	206	1220
2016-04-03	12:00	 40.40233	  -4.54583	  0	147	1220
2016-04-03	14:00	 40.40233	  -4.54583	  0	285	1224
2016-04-03	16:00	 40.40233	  -4.54583	  0	266	1230
2016-04-03	18:00	 40.40233	  -4.54583	  0	241	1211
2016-04-03	20:00	 40.40233	  -4.54583	  0	356	1212
2016-04-04	10:00	 40.40200	  -4.54600	  0	 25	1213
2016-04-04	12:00	 40.40233	  -4.54583	  0	115	1215
2016-04-04	14:00	 40.40233	  -4.54583	  0	300	1215
2016-04-04	16:00	 40.40233	  -4.54583	  0	264	1217
2016-04-04	18:00	 40.40233	  -4.54583	  0	286	1218
2016-04-04	20:00	 40.40250	  -4.54600	  0	308	1219
2016-04-05	10:00	 40.40233	  -4.54583	  0	195	1224
2016-04-05	12:00	 40.40233	  -4.54583	  0	197	1226
2016-04-05	14:00	 40.40233	  -4.54583	  0	199	1219
2016-04-05	16:00	 40.36267	  -4.42100	  0	198	 681
2016-04-05	18:00	 40.34617	  -4.29583	 10	357	 808
2016-04-05	20:00	 40.33467	  -4.34967	  0	180	 813
2016-04-06	10:00	 40.28317	  -4.17750	  0	222	 542
2016-04-06	12:00	 40.39317	  -4.25317	 24	190	1131
2016-04-06	14:00	 40.38700	  -4.23533	 38	124	 985
2016-04-06	16:00	 40.40233	  -4.54583	  0	199	1222
2016-04-06	18:00	 40.40233	  -4.54583	  0	239	1241
2016-04-06	20:00	 40.40233	  -4.54583	  0	331	1232
2016-04-07	10:00	 40.40217	  -4.54583	  0	181	1227
2016-04-07	12:00	 40.40233	  -4.54583	  0	280	1228
2016-04-07	14:00	 40.39067	  -4.23900	 22	294	1028
