Date	Time	Latitude(N)	Longitude(E)	Speed	Course	Altitude(m)
2016-03-25	18:00	 40.15500	  -4.19033	  0	148	 613
2016-03-25	20:00	 40.15500	  -4.19017	  0	286	 621
2016-03-26	10:00	 40.15500	  -4.19017	  0	251	 625
2016-03-26	12:00	 40.15500	  -4.19017	  0	288	 628
2016-03-26	14:00	 40.15500	  -4.19017	  0	269	 619
2016-03-26	16:00	 40.15500	  -4.19017	  0	336	 625
2016-03-26	18:00	 40.15483	  -4.19017	  0	180	 627
2016-03-26	20:00	 40.15500	  -4.19017	  0	 26	 626
2016-03-27	16:00	 40.15500	  -4.19017	  0	 33	 616
2016-03-27	18:00	 40.15483	  -4.19033	  0	199	 616
2016-03-27	20:00	 40.15500	  -4.19017	  0	192	 617
2016-03-28	10:00	 40.15500	  -4.19033	  0	181	 618
2016-03-28	12:00	 40.15500	  -4.19017	  0	 47	 622
2016-03-28	14:00	 40.15500	  -4.19017	  0	273	 630
2016-03-28	16:00	 40.15500	  -4.19017	  1	114	 632
2016-03-28	18:00	 40.15500	  -4.19017	  0	343	 617
2016-03-28	20:00	 40.15500	  -4.19017	  0	118	 617
2016-03-29	10:00	 40.15500	  -4.19017	  0	176	 625
2016-03-29	12:00	 40.15500	  -4.19017	  4	188	 625
2016-03-29	14:00	 40.15500	  -4.19017	  1	286	 624
2016-03-29	16:00	 40.15483	  -4.19033	  0	128	 618
2016-03-29	18:00	 40.15483	  -4.19017	  0	 43	 626
2016-03-29	20:00	 40.15500	  -4.19017	  0	261	 626
2016-03-30	10:00	 40.15500	  -4.19017	  0	 85	 623
2016-03-30	12:00	 40.15500	  -4.19033	  0	 29	 610
2016-03-30	14:00	 40.13383	  -4.19483	 39	244	 904
2016-03-30	16:00	 40.15500	  -4.19017	  0	178	 630
2016-03-30	18:00	 40.15483	  -4.19017	  0	222	 642
2016-03-30	20:00	 40.15500	  -4.19017	  0	310	 640
2016-03-31	10:00	 40.15500	  -4.19033	  0	160	 622
2016-03-31	12:00	 40.15500	  -4.19017	  0	 89	 618
2016-03-31	14:00	 40.15500	  -4.19017	  0	 79	 622
2016-03-31	16:00	 40.15500	  -4.19017	  1	 66	 627
2016-03-31	18:00	 40.15500	  -4.19017	  0	 92	 629
2016-03-31	20:00	 40.15500	  -4.19017	  0	 59	 628
2016-04-01	10:00	 40.15500	  -4.19017	  0	164	 606
2016-04-01	12:00	 40.15500	  -4.19017	  0	340	 626
2016-04-01	14:00	 40.15500	  -4.19017	  0	217	 628
2016-04-01	16:00	 40.12667	  -4.17817	 29	312	 825
2016-04-01	18:00	 40.15483	  -4.19033	  0	 38	 626
2016-04-01	20:00	 40.15500	  -4.19033	  0	267	 627
2016-04-02	10:00	 40.14250	  -4.20200	 46	 17	 719
2016-04-02	12:00	 40.15500	  -4.19017	  0	 46	 622
2016-04-02	14:00	 40.15500	  -4.19017	  0	315	 623
2016-04-02	16:00	 40.14050	  -4.19833	 53	 28	 647
2016-04-02	18:00	 40.15500	  -4.19033	  0	 74	 622
2016-04-02	20:00	 40.15500	  -4.19017	  0	302	 622
2016-04-03	10:00	 40.15500	  -4.19033	  0	 42	 636
2016-04-03	12:00	 40.15500	  -4.19017	  1	 56	 617
2016-04-03	14:00	 40.15483	  -4.19017	  0	268	 617
2016-04-03	16:00	 40.13250	  -4.19917	  0	278	 619
2016-04-03	18:00	 40.15500	  -4.19017	  0	232	 626
2016-04-03	20:00	 40.15500	  -4.19033	  0	237	 625
2016-04-04	10:00	 40.15500	  -4.19017	  0	233	 625
2016-04-04	12:00	 40.15500	  -4.19017	  0	240	 618
2016-04-04	14:00	 40.15500	  -4.19017	  0	208	 616
2016-04-04	16:00	 40.15500	  -4.19033	  0	297	 630
2016-04-04	18:00	 40.15500	  -4.19033	  0	329	 628
2016-04-04	20:00	 40.15500	  -4.19017	  0	301	 632
2016-04-05	16:00	 40.15500	  -4.19017	  0	169	 631
2016-04-05	18:00	 40.15483	  -4.19017	  0	 27	 629
2016-04-05	20:00	 40.15500	  -4.19017	  0	  2	 625
2016-04-06	16:00	 40.15500	  -4.19017	  0	250	 621
2016-04-06	18:00	 40.15500	  -4.19017	  0	316	 627
2016-04-06	20:00	 40.15483	  -4.19017	  0	 26	 625
