Date	Time	Fix	Lat1(N)	Long1(E)	Lat2(N)	Long2(E)	MsgCount	Frequency	Average TI	Satellite	Max Str	Swapped
2016-03-23	18:05:07	A	 40.735	  -3.934	 40.735	  -3.934	  3	674127.9	 60.0	K	-127	
2016-03-23	18:30:48	A	 40.733	  -3.946	 40.733	  -3.946	  3	674132.9	210.0	N	-125	
2016-03-23	20:54:21	2	 40.709	  -3.973	 40.709	  -3.973	  6	674070.2	 59.9	A	-120	
2016-03-23	21:51:01	B	 40.711	  -3.965	 40.711	  -3.965	  2	674068.3	358.0	B	-132	
2016-03-23	22:38:05	A	 40.700	  -3.971	 40.700	  -3.971	  3	674036.7	100.3	A	-129	
2016-03-25	01:56:59	B	 40.667	  -4.015	 40.667	  -4.015	  2	674040.7	121.0	P	-136	
2016-03-25	04:40:05	B	 40.691	  -4.066	 40.691	  -4.066	  2	674039.8	179.0	R	-127	
2016-03-25	05:01:43	B	 40.714	  -4.019	 40.714	  -4.019	  2	674010.8	121.0	N	-131	
2016-03-25	05:12:17	A	 40.712	  -3.973	 40.712	  -3.973	  3	674021.6	 60.5	P	-133	
2016-03-25	05:55:24	B	 40.715	  -3.984	 40.715	  -3.984	  2	674054.3	 58.0	K	-124	
2016-03-25	06:21:50	A	 40.714	  -3.972	 40.714	  -3.972	  3	674084.2	 60.0	R	-125	
2016-03-25	06:42:36	0	 40.698	  -3.893	 40.698	  -3.893	  5	674078.6	 59.9	N	-123	
2016-03-25	09:01:05	B	 40.537	  -3.976	 40.537	  -3.976	  2	674059.7	 59.0	A	-130	
2016-03-25	10:31:29	0	 40.686	  -4.439	 40.686	  -4.439	  4	674052.8	 60.3	A	-124	
2016-03-27	06:17:45	0	 40.736	  -4.128	 38.850	   4.788	  5	674120.1	 59.7	N	-127	
2016-03-27	06:42:24	1	 40.714	  -3.954	 40.714	  -3.954	  5	674138.9	 59.6	K	-121	
2016-03-27	06:58:28	1	 40.735	  -3.961	 40.735	  -3.961	  6	674131.7	 60.2	R	-130	
2016-03-27	09:53:20	B	 40.707	  -3.960	 40.707	  -3.960	  2	674138.5	 59.0	A	-118	
2016-03-27	10:48:44	A	 40.699	  -3.903	 40.699	  -3.903	  3	674136.8	 60.3	B	-127	
2016-03-27	14:37:43	1	 40.707	  -3.999	 40.707	  -3.999	  5	674056.7	 59.7	P	-125	
2016-03-27	16:07:05	B	 40.713	  -3.997	 40.713	  -3.997	  1	674055.6		N	-129	
2016-03-27	16:21:02	B	 40.736	  -3.958	 40.736	  -3.958	  1	674097.0		P	-139	
2016-03-27	17:36:00	B	 40.726	  -3.957	 40.726	  -3.957	  1	674104.4		R	-135	
2016-03-27	17:49:04	B	 40.733	  -3.948	 40.733	  -3.948	  1	674119.9		N	-135	
2016-03-27	17:56:05	B	 40.735	  -3.934	 40.735	  -3.934	  1	674091.2		K	-135	
2016-03-29	14:14:45	0	 40.697	  -3.998	 40.697	  -3.998	  9	674093.1	 60.5	P	-125	
2016-03-29	17:14:21	0	 40.737	  -3.870	 40.737	  -3.870	  5	674110.2	 60.1	K	-124	
2016-03-29	17:19:32	A	 40.747	  -3.831	 40.747	  -3.831	  3	674066.8	178.0	N	-131	
2016-03-29	18:06:19	2	 40.719	  -3.983	 40.719	  -3.983	  7	674025.1	 60.5	R	-127	
2016-03-29	18:54:39	2	 40.717	  -3.967	 40.717	  -3.967	  5	674044.3	 60.0	K	-129	
2016-03-29	19:04:07	A	 40.708	  -3.972	 40.708	  -3.972	  3	674046.6	 60.3	N	-129	
2016-03-29	20:31:40	0	 40.723	  -3.942	 40.723	  -3.942	  4	674023.2	 60.4	A	-124	
2016-03-29	21:27:07	A	 40.729	  -3.942	 40.729	  -3.942	  3	674015.9	 60.0	B	-126	
2016-03-29	22:11:40	3	 40.715	  -3.966	 40.715	  -3.966	  8	674013.7	 60.9	A	-121	
2016-03-31	02:27:26	A	 40.712	  -3.989	 40.712	  -3.989	  3	674063.9	 59.7	P	-126	
2016-03-31	04:07:05	A	 40.712	  -3.965	 40.712	  -3.965	  3	674079.5	 59.5	P	-131	
2016-03-31	04:47:54	B	 40.701	  -3.972	 40.701	  -3.972	  2	674052.4	179.0	R	-128	
2016-03-31	05:05:56	A	 40.698	  -3.968	 40.698	  -3.968	  3	674033.6	 60.5	K	-128	
2016-03-31	05:33:38	A	 40.720	  -3.922	 40.720	  -3.922	  3	674067.0	 59.8	N	-130	
2016-03-31	18:04:36	A	 40.724	  -3.971	 40.724	  -3.971	  3	674105.8	 61.0	K	-125	
2016-03-31	18:37:51	A	 40.746	  -3.980	 40.746	  -3.980	  3	674126.1	 60.2	N	-133	
2016-03-31	18:44:12	0	 40.711	  -3.928	 40.711	  -3.928	  6	674133.6	 60.2	R	-124	
2016-03-31	20:42:59	0	 40.665	  -4.065	 40.665	  -4.065	  4	674057.3	 60.0	B	-129	
2016-03-31	21:29:55	2	 40.711	  -3.986	 40.711	  -3.986	 11	674036.9	 60.3	A	-116	
2016-04-01	04:27:02	B	 40.867	  -4.031	 40.867	  -4.031	  1	674066.6		R	-133	
2016-04-01	04:41:38	B	 40.713	  -4.031	 40.713	  -4.031	  2	674104.2	 62.0	K	-133	
2016-04-01	05:35:06	B	 40.775	  -4.053	 40.775	  -4.053	  1	674101.0		P	-140	
2016-04-01	06:00:32	0	 40.700	  -3.966	 40.700	  -3.966	  6	674127.6	 59.6	R	-122	
2016-04-01	06:18:34	B	 40.693	  -3.962	 40.693	  -3.962	  2	674150.0		K	-124	
2016-04-01	06:56:12	B	 40.736	  -3.943	 40.736	  -3.943	  2	674161.2	300.0	N	-130	
2016-04-01	08:42:31	B	 40.789	  -3.596	 40.789	  -3.596	  2	674197.2	 59.0	N	-137	
2016-04-01	09:52:45	0	 40.692	  -3.931	 40.692	  -3.931	  4	674119.1	 60.0	A	-118	
2016-04-01	10:43:48	B	 40.684	  -3.941	 40.684	  -3.941	  2	674118.2	 60.0	B	-127	
2016-04-03	06:36:48	0	 40.562	  -3.199	 40.562	  -3.199	  4	674107.5	 60.4	N	-127	
2016-04-03	06:39:41	1	 40.748	  -3.935	 40.748	  -3.935	  7	674100.7	 60.2	R	-123	
2016-04-03	07:05:46	B	 40.743	  -3.953	 40.743	  -3.953	  1	674117.3		K	-131	
2016-04-03	09:11:38	B	 40.710	  -4.003	 40.710	  -4.003	  2	674109.2	121.0	A	-126	
2016-04-03	10:02:51	1	 40.712	  -3.967	 40.712	  -3.967	  4	674137.6	119.3	B	-129	
2016-04-03	10:48:18	A	 40.751	  -3.977	 40.751	  -3.977	  3	674117.8	 61.0	A	-125	
2016-04-03	14:58:20	1	 40.722	  -4.011	 40.722	  -4.011	  5	674129.2	 56.5	P	-125	
2016-04-03	16:17:15	B	 40.726	  -4.008	 40.726	  -4.008	  1	674143.2		N	-132	
2016-04-03	16:51:16	B	 40.705	  -3.937	 40.705	  -3.937	  1	674101.3		K	-127	
2016-04-03	17:58:21	B	 40.701	  -3.905	 40.701	  -3.905	  1	674093.5		N	-129	
2016-04-05	14:36:33	0	 40.737	  -3.920	 40.737	  -3.920	  7	674086.4	 59.8	P	-124	
2016-04-05	17:36:58	B	 40.732	  -3.871	 40.732	  -3.871	  2	674111.5	119.0	K	-133	
2016-04-05	17:40:40	A	 40.691	  -4.077	 40.691	  -4.077	  3	674098.1	122.0	N	-127	
2016-04-05	20:39:18	0	 40.674	  -4.087	 40.674	  -4.087	  4	674039.2	 59.9	B	-130	
2016-04-05	21:27:15	1	 40.702	  -4.008	 40.702	  -4.008	  7	674032.3	 60.4	A	-118	
2016-04-07	02:48:29	1	 40.710	  -3.967	 40.710	  -3.967	  5	674022.8	 60.5	P	-126	
2016-04-07	04:25:10	3	 40.709	  -3.967	 40.709	  -3.967	  6	674020.4	 60.8	P	-128	
2016-04-07	04:32:15	B	 40.709	  -3.964	 40.709	  -3.964	  1	674021.2		R	-133	
2016-04-07	05:32:10	A	 40.721	  -3.940	 40.721	  -3.940	  3	674077.5	 59.4	K	-129	
2016-04-07	05:49:46	3	 40.717	  -3.950	 40.717	  -3.950	  4	674105.4	161.0	N	-124	
2016-04-07	18:31:30	A	 40.711	  -3.957	 40.711	  -3.957	  3	674036.2	159.7	K	-127	
2016-04-07	19:01:57	A	 40.717	  -3.969	 40.717	  -3.969	  3	674031.5	120.0	N	-130	
2016-04-07	20:44:27	1	 40.734	  -3.916	 40.734	  -3.916	  5	674013.9	 59.8	A	-123	
2016-04-07	21:39:15	B	 40.751	  -3.943	 40.751	  -3.943	  2	674022.4	301.0	B	-129	
2016-04-07	22:29:23	1	 40.722	  -3.972	 40.722	  -3.972	  5	674002.9	 61.0	A	-124	
