Date	Time	Latitude(N)	Longitude(E)	Speed	Course	Altitude(m)
2016-03-29	14:00	 42.75183	  -6.19033	  0	229	1220
2016-03-29	16:00	 42.75833	  -6.21400	  0	181	1218
2016-03-29	18:00	 42.75850	  -6.21383	  0	  0	2D fix
2016-03-29	20:00	 42.75867	  -6.21367	  0	220	1250
2016-03-30	10:00	 42.76650	  -6.23800	  0	212	1756
2016-03-30	12:00	 42.78950	  -6.23383	  0	 35	1994
2016-03-30	14:00	 42.78767	  -6.21433	  2	335	1895
2016-03-30	16:00	 42.76317	  -6.18233	 40	299	1650
2016-03-30	18:00	 42.76900	  -6.21733	  0	198	1384
2016-03-30	20:00	 42.76850	  -6.21650	  0	261	1379
2016-03-31	10:00	 42.75683	  -6.21133	  0	  0	2D fix
2016-03-31	12:00	 42.76400	  -6.23350	  0	208	1697
2016-03-31	14:00	 42.74483	  -6.19817	  0	328	1275
2016-03-31	16:00	 42.73733	  -6.19800	 85	171	1417
2016-03-31	18:00	 42.75283	  -6.19133	  0	  0	1314
2016-03-31	20:00	 42.75150	  -6.19083	  0	  0	2D fix
2016-04-01	10:00	 42.76750	  -6.18433	  0	328	1347
2016-04-01	12:00	 42.76183	  -6.23633	 35	 41	1616
2016-04-01	14:00	 42.76717	  -6.18167	 51	 34	1676
2016-04-01	16:00	 42.62250	  -5.98933	  0	219	1032
2016-04-01	18:00	 42.74467	  -6.18300	  0	319	1406
2016-04-01	20:00	  0.00000	   0.00000	  0	3.99	no fix
2016-04-02	10:00	 42.72317	  -6.18383	 37	186	1396
2016-04-02	12:00	 42.74483	  -6.18317	  0	150	1450
2016-04-02	14:00	 42.75800	  -6.17800	 34	243	1497
2016-04-02	16:00	 42.77683	  -6.22617	  0	148	1638
2016-04-02	18:00	 42.75267	  -6.22667	  0	  6	1498
2016-04-02	20:00	  0.00000	   0.00000	  0	3.97	no fix
2016-04-03	10:00	 42.76400	  -6.21450	  0	208	1471
2016-04-03	12:00	 42.74733	  -6.20250	  0	 27	1355
2016-04-03	14:00	 42.70000	  -6.17217	  0	129	1249
2016-04-03	16:00	 42.72183	  -6.20317	 34	120	1239
2016-04-03	18:00	  0.00000	   0.00000	  0	3.93	no fix
2016-04-03	20:00	  0.00000	   0.00000	  0	3.99	no fix
2016-04-04	10:00	 42.68400	  -6.24133	  0	 65	1210
2016-04-04	12:00	 42.77167	  -6.22817	 60	277	1238
2016-04-04	14:00	 42.74000	  -6.20167	 30	316	1390
2016-04-04	16:00	 42.69817	  -6.14183	  0	256	1172
2016-04-04	18:00	 42.69800	  -6.14217	  0	 27	1182
2016-04-04	20:00	 42.69800	  -6.14250	  0	128	1178
2016-04-05	16:00	 42.76667	  -6.23833	  0	330	1777
2016-04-05	18:00	 42.75967	  -6.22617	  0	155	1556
2016-04-05	20:00	 42.75950	  -6.22650	  0	101	1534
2016-04-06	10:00	 42.69850	  -6.14233	 33	295	1340
2016-04-06	12:00	 42.69850	  -6.14150	  0	322	1174
2016-04-06	14:00	 42.70833	  -6.19733	 47	  7	1821
2016-04-06	16:00	 42.76650	  -6.23767	  0	206	1727
2016-04-08	10:00	 42.69867	  -6.14167	  0	202	1187
2016-04-08	12:00	 42.73733	  -6.20400	 34	140	1270
2016-04-08	14:00	 42.69867	  -6.14183	  0	279	1184
