Date	Time	Latitude(N)	Longitude(E)	Speed	Course	Altitude(m)
2016-04-04	16:00	 39.78817	  -5.83867	  0	343	 404
2016-04-04	18:00	 39.79017	  -5.84017	 20	334	 550
2016-04-04	20:00	 39.78850	  -5.83650	  0	259	 459
2016-04-05	10:00	 39.81900	  -5.86033	 53	304	 670
2016-04-05	12:00	 39.84483	  -5.89683	 24	349	 734
2016-04-05	14:00	 39.79083	  -5.83750	  0	 45	 527
2016-04-05	16:00	 39.78900	  -5.83767	  0	336	 484
2016-04-05	18:00	 39.78900	  -5.83767	  0	336	 465
2016-04-05	20:00	 39.78783	  -5.83833	  0	126	 459
2016-04-06	10:00	 39.78833	  -5.83683	  0	207	 462
2016-04-06	12:00	 39.95367	  -5.60767	 12	330	 277
2016-04-06	14:00	 39.89367	  -5.61450	 76	190	 867
2016-04-06	16:00	 39.78933	  -5.83717	  0	123	 491
2016-04-06	18:00	 39.78800	  -5.83633	  0	 12	 519
2016-04-06	20:00	 39.78850	  -5.83650	  0	 16	 459
2016-04-07	10:00	 39.78833	  -5.83700	  0	274	 435
2016-04-07	12:00	 39.78833	  -5.83700	  0	 97	 479
2016-04-07	14:00	 39.84100	  -5.86183	 36	314	 874
2016-04-07	16:00	 39.79133	  -5.84067	 32	313	 504
2016-04-07	18:00	 39.79583	  -5.84467	  0	219	 417
2016-04-07	20:00	 39.80317	  -5.85183	  0	334	 301
