Date	Time	Fix	Lat1(N)	Long1(E)	Lat2(N)	Long2(E)	MsgCount	Frequency	Average TI	Satellite	Max Str	Swapped
2016-04-03	09:11:32	2	 39.790	  -5.842	 33.014	  28.147	  4	679578.1	 59.6	A	-124	
2016-04-03	10:51:10	0	 39.761	  -5.891	 42.410	 -19.271	  6	679571.1	 60.3	A	-118	
2016-04-03	14:57:37	3	 39.786	  -5.844	 36.606	 -21.298	  8	679593.9	 60.1	P	-127	
2016-04-03	16:46:49	B	 39.797	  -5.819	 44.401	  17.733	  2	679593.4	121.0	K	-128	
2016-04-05	14:35:48	0	 39.835	  -5.718	 38.797	 -10.730	  9	679546.6	 60.4	P	-126	
2016-04-05	16:14:32	B	 39.680	  -5.717	 28.922	 -58.089	  2	679546.6	 62.0	P	-135	
2016-04-05	17:38:01	Z	 39.683	  -6.440	 39.951	  -5.084	  4	679447.7	 59.3	K	-122	1
2016-04-05	17:51:25	B	 39.889	  -5.142	 33.887	  25.263	  2	679546.6	301.0	R	-128	
2016-04-05	21:29:17	1	 39.791	  -5.830	 39.056	  -9.554	  7	679533.7	 59.0	A	-122	
2016-04-07	02:51:25	B	 39.884	  -6.034	 35.940	  14.071	  3	679546.6	 62.0	P	-133	
2016-04-07	04:32:40	B	 39.775	  -5.566	 45.205	 -34.016	  2	679546.6	 59.0	P	-136	
2016-04-07	05:30:02	B	 39.748	  -5.867	 33.160	  26.822	  2	679546.6	120.0	K	-130	
2016-04-07	18:31:56	B	 39.811	  -5.872	 34.533	 -30.199	  2	679546.6	181.0	K	-130	
2016-04-07	18:59:35	1	 39.805	  -5.859	 32.027	 -41.676	  5	679546.7	 60.5	N	-131	
2016-04-07	20:48:39	1	 39.803	  -5.857	 42.930	  10.010	  5	679534.1	 59.5	A	-124	
2016-04-07	21:43:41	2	 39.805	  -5.849	 38.074	 -14.228	  5	679535.7	 59.6	B	-124	
2016-04-07	22:30:20	2	 39.801	  -5.856	 33.319	 -37.372	  8	679534.4	 59.6	A	-125	
