Date	Time	Latitude(N)	Longitude(E)	Speed	Course	Altitude(m)
2016-03-17	17:00	 39.64317	  -7.05267	  0	182	 208
2016-03-17	19:00	 39.64300	  -7.05300	  0	209	 189
2016-03-18	09:00	 39.64300	  -7.05300	  0	194	 193
2016-03-18	11:00	 39.64300	  -7.05300	  0	209	 192
2016-03-18	13:00	 39.64300	  -7.05300	  0	144	 187
2016-03-18	15:00	 39.64300	  -7.05300	  0	127	 186
2016-03-18	17:00	 39.64300	  -7.05300	  0	312	 186
2016-03-18	19:00	 39.64283	  -7.05317	  0	279	 188
2016-03-19	09:00	 39.64300	  -7.05300	  0	272	 199
2016-03-19	11:00	 39.64300	  -7.05300	  0	185	 202
2016-03-19	13:00	 39.64300	  -7.05300	  0	  0	 193
2016-03-19	15:00	 39.64300	  -7.05300	  0	281	 187
2016-03-19	17:00	 39.64300	  -7.05300	  0	220	 193
2016-03-19	19:00	 39.64300	  -7.05283	  0	136	 192
2016-03-20	09:00	 39.64300	  -7.05300	  0	262	 191
2016-03-20	11:00	 39.64300	  -7.05300	  0	196	 192
2016-03-20	13:00	 39.64300	  -7.05300	  0	304	 190
2016-03-20	15:00	 39.64300	  -7.05300	  0	105	 199
2016-03-20	17:00	 39.64300	  -7.05300	  0	199	 199
2016-03-20	19:00	 39.64317	  -7.05267	  0	303	 198
2016-03-21	10:00	 39.64317	  -7.05300	  0	345	 198
2016-03-21	12:00	 39.64300	  -7.05300	  0	130	 193
2016-03-21	14:00	 39.64300	  -7.05300	  0	305	 192
2016-03-21	16:00	 39.64300	  -7.05300	  0	210	 191
2016-03-21	18:00	 39.64300	  -7.05300	  0	317	 191
2016-03-21	20:00	 39.64300	  -7.05300	  0	276	 183
2016-03-22	10:00	 39.64317	  -7.05300	  0	309	 200
2016-03-22	12:00	 39.64300	  -7.05300	  0	328	 190
2016-03-22	14:00	 39.64300	  -7.05300	  0	302	 191
2016-03-22	16:00	 39.64300	  -7.05300	  0	155	 191
2016-03-22	18:00	 39.64300	  -7.05300	  0	201	 204
2016-03-22	20:00	 39.64300	  -7.05300	  0	186	 202
2016-03-23	10:00	 39.64300	  -7.05300	  0	330	 196
2016-03-23	12:00	 39.64300	  -7.05300	  0	332	 190
2016-03-23	14:00	 39.64300	  -7.05300	  0	 20	 193
2016-03-23	16:00	 39.64300	  -7.05300	  0	305	 192
2016-03-23	18:00	 39.64283	  -7.05300	  0	129	 191
2016-03-23	20:00	 39.64300	  -7.05300	  0	337	 191
2016-03-24	10:00	 39.64300	  -7.05300	  0	178	 199
2016-03-24	12:00	 39.64300	  -7.05300	  0	 22	 185
2016-03-24	14:00	 39.64300	  -7.05300	  0	241	 186
2016-03-24	16:00	 39.64300	  -7.05300	  0	243	 187
2016-03-24	18:00	 39.64300	  -7.05300	  0	345	 190
2016-03-24	20:00	 39.64300	  -7.05300	  0	251	 182
2016-03-25	10:00	 39.64300	  -7.05317	  0	331	 193
2016-03-25	12:00	 39.64300	  -7.05300	  0	171	 191
2016-03-25	14:00	 39.64300	  -7.05300	  0	173	 198
2016-03-25	16:00	 39.64300	  -7.05300	  0	 66	 197
2016-03-25	18:00	 39.64300	  -7.05300	  0	171	 203
2016-03-25	20:00	 39.64300	  -7.05300	  0	269	 201
2016-03-26	10:00	 39.64300	  -7.05300	  0	206	 199
2016-03-26	12:00	 39.64300	  -7.05283	  0	290	 198
2016-03-26	14:00	 39.64300	  -7.05300	  0	353	 196
2016-03-26	16:00	 39.64300	  -7.05300	  0	158	 196
2016-03-26	18:00	 39.64300	  -7.05300	  0	231	 193
2016-03-26	20:00	 39.64300	  -7.05300	  0	 68	 199
2016-03-27	16:00	 39.64300	  -7.05317	  0	285	 188
2016-03-27	18:00	 39.64300	  -7.05317	  0	 26	 187
2016-03-27	20:00	 39.64300	  -7.05300	  0	 72	 203
2016-03-28	10:00	 39.64300	  -7.05300	  0	194	 202
2016-03-28	12:00	 39.64300	  -7.05300	  0	213	 193
2016-03-28	14:00	 39.64300	  -7.05300	  0	 49	 197
2016-03-28	16:00	 39.64300	  -7.05300	  0	179	 197
2016-03-28	18:00	 39.64317	  -7.05300	  0	350	 195
2016-03-28	20:00	 39.64300	  -7.05300	  0	 95	 191
2016-03-29	10:00	 39.64300	  -7.05300	  0	190	 194
2016-03-29	12:00	 39.64300	  -7.05300	  0	171	 184
2016-03-29	14:00	 39.64300	  -7.05300	  0	217	 194
2016-03-29	16:00	 39.64300	  -7.05300	  0	194	 202
2016-03-29	18:00	 39.64300	  -7.05300	  0	328	 200
2016-03-29	20:00	 39.64300	  -7.05300	  0	303	 199
2016-03-30	10:00	 39.64300	  -7.05300	  0	199	 197
2016-03-30	12:00	 39.64300	  -7.05300	  0	301	 191
2016-03-30	14:00	 39.64300	  -7.05300	  0	265	 193
2016-03-30	16:00	 39.64300	  -7.05300	  0	152	 192
2016-03-30	18:00	 39.64300	  -7.05300	  0	235	 200
2016-03-30	20:00	 39.64300	  -7.05300	  0	191	 205
2016-03-31	10:00	 39.64300	  -7.05300	  0	200	 189
2016-03-31	12:00	 39.64300	  -7.05300	  0	149	 191
2016-03-31	14:00	 39.64300	  -7.05300	  0	 19	 193
2016-03-31	16:00	 39.64300	  -7.05300	  0	160	 192
2016-03-31	18:00	 39.64300	  -7.05300	  0	 85	 191
2016-03-31	20:00	 39.64300	  -7.05300	  0	319	 191
2016-04-01	16:00	 39.64300	  -7.05300	  0	192	 186
2016-04-01	18:00	 39.64300	  -7.05317	  0	153	 187
2016-04-01	20:00	 39.64300	  -7.05317	  0	307	 188
2016-04-02	10:00	 39.64300	  -7.05300	  0	291	 188
2016-04-02	12:00	 39.64300	  -7.05300	  0	304	 189
2016-04-02	14:00	 39.64300	  -7.05300	  0	 38	 192
2016-04-02	16:00	 39.64300	  -7.05300	  0	 37	 191
2016-04-02	18:00	 39.64300	  -7.05317	  0	280	 191
2016-04-02	20:00	 39.64300	  -7.05300	  0	 68	 188
2016-04-03	10:00	 39.64300	  -7.05300	  0	331	 193
2016-04-03	12:00	 39.64300	  -7.05317	  0	289	 186
2016-04-03	14:00	 39.64300	  -7.05300	  0	 50	 184
